Name,audioID,Folder,Class,Duration
"LS ｜ Winter Session ｜ Time： 17_53 PM - 17： 56 PM ｜ 13 December, 2024.mp3",Audio_01_00195.mp3,1,1,195.0
"Ambica G Lakshminarayana_s Remarks ｜The Readjustment of Representation of ST State of Goa Bill, 2024.mp3",Audio_01_00196.mp3,1,1,400.01
LS ｜ K C Venugopal’s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00197.mp3,1,1,1655.03
LS ｜ Dr. Sanjay Jaiswal_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00198.mp3,1,1,870.01
Iqra Choudhary’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00199.mp3,1,1,440.02
LS ｜ Gurmeet Singh Meet Hayer_s Remarks｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00200.mp3,1,1,270.02
🔴 LIVE - FIRST EVER STREAM ON YOUTUBE ：) Q&A + youtube vs twitch showdown with friends!.mp3,Audio_01_00201.mp3,1,1,13946.02
"Voting & Passing ｜ The Disaster Management (Amendment) Bill, 2024..mp3",Audio_01_00202.mp3,1,1,1315.02
Obituary References made by Lok Sabha Speaker ｜ 19 December 2024.mp3,Audio_01_00203.mp3,1,1,135.02
LS ｜ Dharmendra Yadav_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00204.mp3,1,1,395.36
Dr. Shrikant Shinde  Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00205.mp3,1,1,1623.56
"LS ｜ Sanjay Uttamrao Deshmukh’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00206.mp3,1,1,230.02
"LS ｜ Zero Hour ｜ Winter Session 2024 ｜ 12_04 PM To 12_18 PM ｜ 12 December, 2024.mp3",Audio_01_00207.mp3,1,1,757.4
"Voting & Passing ｜ Supplementary Demands for Grants - First Batch for 2024-2025 ｜ 17 December, 2024.mp3",Audio_01_00208.mp3,1,1,140.02
Krutika is Live  ❥ ｜ Cooking Stream Tomorrow.mp3,Audio_01_00209.mp3,1,1,9695.0
Joyanta Basumatary_s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00210.mp3,1,1,280.01
"LS ｜ Papers laid on the table ｜ Standing Committee Reports ｜ Statements by Ministers  ｜ 12 Dec, 2024.mp3",Audio_01_00211.mp3,1,1,415.01
Jagdambika Pal’s Remarks ｜ Discussion on the Journey of 75 Years of the Constitution of India.mp3,Audio_01_00212.mp3,1,1,1550.0
"LS ｜ Shankar Lalwani’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00213.mp3,1,1,205.01
"LS ｜ Sudama Prasad’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00214.mp3,1,1,259.29
WATCH LIVE： Kamala Harris speaks at 2024 Democratic National Convention.mp3,Audio_01_00215.mp3,1,1,3510.04
"LS ｜ Sougata Ray’s Remarks ｜ The Disaster Management (Amendment) Bill, 2024.mp3",Audio_01_00216.mp3,1,1,590.02
"LS ｜ 02 Bills for Reference to Joint Committee ｜ 20 Dec, 2024.mp3",Audio_01_00217.mp3,1,1,220.01
LS ｜ Dr. K. Sudhakar_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00218.mp3,1,1,850.01
LS ｜ Adv K. Francis George_s Remarks ｜ Supplementary Demands for Grants - First Batch for 2024-25.mp3,Audio_01_00219.mp3,1,1,380.02
"LS ｜ Winter Session 2024 ｜ 05_00 PM To 05_01 PM ｜ 11 December, 2024.mp3",Audio_01_00220.mp3,1,1,165.0
"LS ｜ Zero Hour ｜ Winter Session 2024 ｜ 12_00 PM To 01_00 PM ｜ 16 December, 2024.mp3",Audio_01_00221.mp3,1,1,3332.56
